sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
327,I dared him to do it.,I urged her to try it.,I begged them to fix it.,I baked her a pie.,I invited Lee to paint it.,I invited her to try it.,I hired Ann to move it.,I trusted Joe to seal it.,I forced Kim to read it.,I coached Ray to build it.,I paid Eve to clean it.
328,I decided to neutralize the situation.,I promised to simplify the process.,I managed to repair the engine.,I agreed to moderate the debate.,I attempted to secure the perimeter.,I volunteered to coordinate the event.,I hesitated to activate the alarm.,I forgot to validate the ticket.,I refused to acknowledge the error.,I struggled to assemble the furniture.,I agreed to summarize the findings.
329,I didn't say you were scared.,I didn't claim you were tired.,I didn't swear you were late.,I didn't hint you were lost.,I didn't think you were sick.,I didn't admit you were wrong.,I didn't write you were safe.,I didn't promise you were ready.,I didn't report you were hurt.,I didn't believe you were broke.,I didn't warn you were trapped.
330,I didn't sense any immediate danger.,She didn't notice any sudden movement.,We didn't detect any obvious error.,He didn't feel any sharp pressure.,They didn't spot any hidden message.,I didn't hear any distant thunder.,You didn't foresee any major setback.,Maria didn't sense any lingering tension.,The guards didn't observe any suspicious activity.,The doctor didn't find any severe swelling.,The audience didn't perceive any subtle humor.
331,I don't have dissociative identity disorder.,I don't have advanced scuba certification.,I don't have chronic migraine syndrome.,I don't have vintage vinyl records.,I don't have extraterrestrial life samples.,I don't have counterfeit passport documents.,I don't have antique porcelain figurines.,I don't have classified satellite imagery.,I don't have organic kale seedlings.,I don't have renewable energy patents.,I don't have medieval illuminated manuscripts.
332,I don't have the answer yet.,She doesn't hold the ticket now.,I don't own the bicycle now.,He doesn't own the car anymore.,I still lack the solution.,I don't need the package today.,I don’t hold the key yet.,I don’t own a bicycle now.,I don’t hold the key yet.,I don’t hold the key yet.,He doesn't keep the coin safely.
333,I don't know much about him.,I don't care much about jazz.,I don't eat much at brunch.,I don't learn much from Ted.,I don't drink much after five.,I don't earn much during winter.,I don't read much about Mars.,I don't travel much beyond France.,I don't save much for college.,I don't worry much before dawn.,I don't spend much on clothes.
334,I don't want to discuss it.,I don't plan to reveal it.,I don't need to repair it.,I don't try to imagine it.,I don't dare to mention it.,I don't wish to postpone it.,I don't agree to authorize it.,I don't refuse to consider it.,I don't forget to deliver it.,I don't hesitate to explore it.,I don't promise to complete it.
335,I don't want you to die!,I don't need you to leave!,I don't ask you to wait!,I don't like you to cry!,I don't help you to fall!,I don't trust you to lie!,I don't force you to stay!,I don't watch you to drown!,I don’t want you to fail!,I don't teach you to lose!,I don't beg you to hide!
336,I enjoy her chocolate fudge cake.,I admire his abstract oil paintings.,I detest their gloomy synth music.,I crave your spicy tomato salsa.,I miss Mom’s cozy wool blankets.,I loathe the bitter herbal tonic.,I collect rare vintage postcards.,I savor Chef’s creamy lobster bisque.,I photograph old wooden windmills.,I fear their icy winter storms.,I polish Aunt’s silver teapots.
337,I even hired a medical practitioner.,I even hired a circus performer.,I even hired a tax attorney.,I even hired a vintage stylist.,I even hired a marine biologist.,I even hired a pastry chef.,I even hired a voice coach.,I even hired a landscape architect.,I even hired a forensic analyst.,I even hired a wildlife ranger.,I even hired a drone pilot.
338,I feel the same way sometimes.,She sings the old tune rarely.,They paint the bright mural daily.,He cooks the fresh pasta quickly.,We adopt the stray puppy gladly.,Mia reads the long novel slowly.,Luke drives the red truck carefully.,The team builds the tall tower steadily.,My aunt writes the short poem nightly.,The chef grills the thick steak perfectly.,The band plays the new song loudly.
339,I fell into the cow pasture.,She leapt onto the old tractor.,He slid under the green tarp.,They hiked along the rocky shoreline.,We crept through the dark forest.,Maria wandered past the quiet chapel.,Tom dashed across the busy plaza.,The dog jumped onto the wide counter.,The kids ran into the bright gymnasium.,Anna strolled through the fragrant orchard.,My cousin tripped over the loose plank.
340,"I felt awful: exhausted, weak, upset.","She looked radiant: joyful, bright, confident.","The soup tasted bland: watery, dull, salty.","He sounded anxious: jittery, tense, worried.","The sky appeared stormy: cloudy, dark, ominous.","They seemed restless: fidgety, tense, irritable.","The fabric felt scratchy: rough, thin, irritating.","The room smelled musty: stale, damp, moldy.","She grew furious: angry, loud, agitated.","The music sounded lively: upbeat, fast, cheerful.","He looked disheveled: wrinkled, pale, distracted."
341,I get paid no matter what.,I stay calm whatever happens.,I feel hungry every single time.,I keep quiet however loud.,I grow tired each passing day.,I remain hopeful no matter what.,I turn restless every single night.,I stay awake however late.,I feel dizzy each spinning ride.,I keep smiling no matter what.,I grow stronger every single week.
342,I get to ask the question.,I get to bake the cookies.,I get to drive the tractor.,I get to paint the portrait.,I get to lead the parade.,I get to taste the soup.,I get to plant the orchard.,I get to judge the contest.,I get to host the podcast.,I get to fix the engine.,I get to adopt the puppy.
343,I give this dealer an A+!,I send this author a B-!,I owe this baker an A-!,I mail this singer a C+!,I show this painter a D+!,I lend this dancer a B+!,I offer this plumber an F-!,I teach this driver a C-!,I grant this chef a D-!,I toss this gardener an A!,I hand this tailor a B!
344,I go back to work tomorrow.,She flies home to rest tonight.,We drive south to camp Friday.,He walks down to swim dawn.,They rush out to vote Tuesday.,Tom bikes north to ski weekend.,Maya runs back to dance midnight.,Leo sails west to fish morning.,Anna heads up to hike Sunday.,The team moves east to race autumn.,My cat leaps onto the couch now.
345,I got pinched in the elevator.,I got scratched in the kitchen.,I got splashed in the hallway.,I got startled in the courtyard.,I got drenched in the tunnel.,I got bruised in the pantry.,I got trapped in the attic.,I got stung in the garden.,I got burned in the workshop.,I got locked in the basement.,I got soaked in the corridor.
346,I had bullets in that gun!,She had carrots in that bag!,We had letters in that drawer!,Tom had cookies in that jar!,They had coins in that pouch!,He had nails in that box!,Anna had seeds in that tray!,You had papers in that folder!,It had feathers in that nest!,Ben had marbles in that sack!,I had ribbons in that case!
347,I have a very supportive husband.,We kept a surprisingly quiet neighbor.,She found a rather tricky puzzle.,They hired a really talented painter.,I adopted a slightly nervous terrier.,He met a remarkably brave soldier.,You lent a barely working scooter.,We chose a highly respected teacher.,She wanted a perfectly clean kitchen.,I noticed a rather gloomy mansion.,They invited a truly charming singer.
348,I have chocolate peanut butter brownies.,I have strawberry vanilla cupcakes.,I have lemon coconut cookies.,I have raspberry almond muffins.,I have blueberry cream pastries.,I have mango walnut cakes.,I have cherry pecan pies.,I have orange hazelnut tarts.,I have peach cashew bars.,I have mint macadamia squares.,I have caramel sesame buns.
349,I have to ask you that.,We must warn them now.,She needs to show him this.,They ought to tell her soon.,He has to pay us back.,You should bring me those.,I have to show you this.,I want to teach everyone something.,We hope to find it quickly.,She likes to send cards often.,He expects to meet someone tomorrow.
350,I highly recommend the hot chik'n.,I barely noticed the cold coffee.,I deeply admire the bold sculpture.,I rarely enjoy the loud music.,I clearly remember the old bookstore.,I strongly dislike the sour yogurt.,I suddenly missed the warm blanket.,I honestly prefer the fresh salad.,I absolutely feared the dark forest.,I quickly sold the cracked vase.,I quietly entered the silent theater.
