sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
811,There was a contorted ugliness now.,A twisted hideousness had emerged.,What had appeared was a grotesque distortion.,It was a warped repulsiveness that now existed.,A deformed monstrosity was now present.,There existed a gnarled repulsion at this point.,Now manifest was a crooked unsightliness.,A mangled atrociousness had come into being.,What now showed up was a perverted repugnance.,"At this moment, a skewed ghastliness was noticeable.",A warped hideousness had surfaced by then.
812,There was no mistaking that scream.,That shriek left absolutely no room for doubt.,Nobody could fail to recognize that cry.,"It was unmistakable, that yell.",The scream was beyond misinterpretation.,Misreading that howl was impossible.,There existed zero chance of confusing that screech.,That wail could not possibly be misidentified.,What rang out was a shriek impossible to mistake.,Confusion over that shout was out of the question.,Recognition of that yell was immediate and certain.
813,"There was no moon, only starlight.",Not a single lunar disk appeared; solely stellar gleams remained.,The moon failed to show up; nothing but starlight lit the scene.,"Starlight alone was visible, for the moon had absented itself.",It was absence of the moon that left only the shimmer of stars.,"What existed was starlight exclusively, with the moon nowhere.","The sky offered no lunar glow, merely the glint of distant stars.",Absent was any moonlight; present was nothing except starlight.,"Only starlight prevailed, the moon having taken the night off.","There existed solely starlight, the lunar orb withholding its shine.",A moonless sky meant starlight served as the sole illumination.
814,There was no one but me.,I alone remained.,Nobody except myself was present.,"Except for me, the place was deserted.",I was the sole person there.,Not a soul besides me existed.,It was only I who was around.,My presence was the only one.,No other individual apart from me was found.,The only existing person was me.,Absent was everyone save myself.
815,There was nothing but political commentary.,Only political analysis existed.,Political commentary was all that was present.,What existed was nothing except political punditry.,It was solely political discourse that was there.,There wasn’t anything apart from political discussion.,All that could be found was political opinion.,Nothing else was available besides political critique.,Political commentary alone filled the space.,The only thing present was political interpretation.,"Apart from political debate, nothing was there."
816,There was shouting and loud noises.,Shouts and deafening clamor erupted.,"People were yelling, and earsplitting racket filled the air.",A chorus of screams blended with thunderous bangs.,It was a mix of hollering and booming sounds.,Loud voices and crashing commotion could be heard.,What occurred was shouting accompanied by harsh clatter.,There erupted yelling together with resounding uproar.,"Someone screamed, and sharp, heavy din followed.","Hollering broke out, paired with piercing racket.",A succession of yells and blaring noise took place.
817,There were probably five of them.,Five individuals were likely present.,It was probable that a quintet had gathered.,A group of five had presumably assembled.,"Presumably, they numbered five in total.",What existed was an estimated count of five people.,"Five persons, it seems, were in attendance.",The probable headcount reached five.,An estimated five made up their number.,Their presence likely totaled five.,"There existed, in all likelihood, a tally of five."
818,"There'll be towels, soap, and all.","Towels, soap, and everything else will be provided.","You’ll find soap, towels, and the lot awaiting you.","What awaits is soap, towels, and all the rest.","It’s soap, towels, and more that will be there.","PARAPHRASE: Everything you need—towels, soap, and more—will be there.

SYNTACTIC_ALTERNATIVE: There’ll be parades, music, and all.","The supplies will include towels, soap, and everything.","PARAPHRASE: Everything you need—towels, soap, and more—will be provided.","They’ll lay out soap, towels, and the complete set.","Expect the presence of towels, soap, and all extras.",Soap and towels together with all else will be available.
819,There's always risk -- life's a risk.,Danger is ever-present; existence itself is hazardous.,One never escapes peril—living equals gambling.,It is perpetual jeopardy that defines being alive.,Peril shadows every breath; to live is to brave it.,Living amounts to continual exposure to hazard.,Hazard-free moments don’t exist—life itself is the gamble.,What persists without fail is the threat inherent in life.,To be alive is to face unending jeopardy.,Constant danger is the very fabric of existence.,Life embodies uninterrupted peril; risk never vanishes.
820,"These are fairly large, tough animals.","Fairly sizable, sturdy creatures are what these are.","It is fairly bulky, resilient beasts that these represent.","There exist among these animals a rather big, hardy sort.","A rather large, rugged breed is exemplified by these creatures.",These creatures count as reasonably massive and durable animals.,Being of considerable size and toughness is characteristic of these animals.,What we have here are animals that are quite hefty and robust.,These specimens qualify as relatively big and tenacious living things.,The animals in question are notably sizable and solid.,"One finds among these a set of pretty substantial, hard-wearing beasts."
